Location,What,Value,Unit
GPU[1].SA[2].CU[3],simd_inst_count,0.0,count
GPU[1].SA[2].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[3].CU[0],cu_inst_count,0.0,count
GPU[1].SA[3].CU[0],cu_CPI,inf,cycles/inst
GPU[1].SA[3].CU[0],simd_inst_count,0.0,count
GPU[1].SA[3].CU[0],simd_CPI,inf,cycles/inst
GPU[1].SA[3].CU[1],cu_inst_count,0.0,count
GPU[1].SA[3].CU[1],cu_CPI,inf,cycles/inst
GPU[1].SA[3].CU[1],simd_inst_count,0.0,count
GPU[1].SA[3].CU[1],simd_CPI,inf,cycles/inst
GPU[1].SA[3].CU[2],cu_inst_count,0.0,count
GPU[1].SA[3].CU[2],cu_CPI,inf,cycles/inst
GPU[1].SA[3].CU[2],simd_inst_count,0.0,count
GPU[1].SA[3].CU[2],simd_CPI,inf,cycles/inst
GPU[1].SA[3].CU[3],cu_inst_count,0.0,count
GPU[1].SA[3].CU[3],cu_CPI,inf,cycles/inst
GPU[1].SA[3].CU[3],simd_inst_count,0.0,count
GPU[1].SA[3].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[4].CU[0],cu_inst_count,0.0,count
GPU[1].SA[4].CU[0],cu_CPI,inf,cycles/inst
GPU[1].SA[4].CU[0],simd_inst_count,0.0,count
GPU[1].SA[4].CU[0],simd_CPI,inf,cycles/inst
GPU[1].SA[4].CU[1],cu_inst_count,0.0,count
GPU[1].SA[4].CU[1],cu_CPI,inf,cycles/inst
GPU[1].SA[4].CU[1],simd_inst_count,0.0,count
GPU[1].SA[4].CU[1],simd_CPI,inf,cycles/inst
GPU[1].SA[4].CU[2],cu_inst_count,0.0,count
GPU[1].SA[4].CU[2],cu_CPI,inf,cycles/inst
GPU[1].SA[4].CU[2],simd_inst_count,0.0,count
GPU[1].SA[4].CU[2],simd_CPI,inf,cycles/inst
GPU[1].SA[4].CU[3],cu_inst_count,0.0,count
GPU[1].SA[4].CU[3],cu_CPI,inf,cycles/inst
GPU[1].SA[4].CU[3],simd_inst_count,0.0,count
GPU[1].SA[4].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[5].CU[0],cu_inst_count,0.0,count
GPU[1].SA[5].CU[0],cu_CPI,inf,cycles/inst
GPU[1].SA[5].CU[0],simd_inst_count,0.0,count
GPU[1].SA[5].CU[0],simd_CPI,inf,cycles/inst
GPU[1].SA[5].CU[1],cu_inst_count,0.0,count
GPU[1].SA[5].CU[1],cu_CPI,inf,cycles/inst
GPU[1].SA[5].CU[1],simd_inst_count,0.0,count
GPU[1].SA[5].CU[1],simd_CPI,inf,cycles/inst
GPU[1].SA[5].CU[2],cu_inst_count,0.0,count
GPU[1].SA[5].CU[2],cu_CPI,inf,cycles/inst
GPU[1].SA[5].CU[2],simd_inst_count,0.0,count
GPU[1].SA[5].CU[2],simd_CPI,inf,cycles/inst
GPU[1].SA[5].CU[3],cu_inst_count,0.0,count
GPU[1].SA[5].CU[3],cu_CPI,inf,cycles/inst
GPU[1].SA[5].CU[3],simd_inst_count,0.0,count
GPU[1].SA[5].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[6].CU[0],cu_inst_count,0.0,count
GPU[1].SA[6].CU[0],cu_CPI,inf,cycles/inst
GPU[1].SA[6].CU[0],simd_inst_count,0.0,count
GPU[1].SA[6].CU[0],simd_CPI,inf,cycles/inst
GPU[1].SA[6].CU[1],cu_inst_count,0.0,count
GPU[1].SA[6].CU[1],cu_CPI,inf,cycles/inst
GPU[1].SA[6].CU[1],simd_inst_count,0.0,count
GPU[1].SA[6].CU[1],simd_CPI,inf,cycles/inst
GPU[1].SA[6].CU[2],cu_inst_count,0.0,count
GPU[1].SA[6].CU[2],cu_CPI,inf,cycles/inst
GPU[1].SA[6].CU[2],simd_inst_count,0.0,count
GPU[1].SA[6].CU[2],simd_CPI,inf,cycles/inst
GPU[1].SA[6].CU[3],cu_inst_count,0.0,count
GPU[1].SA[6].CU[3],cu_CPI,inf,cycles/inst
GPU[1].SA[6].CU[3],simd_inst_count,0.0,count
GPU[1].SA[6].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[7].CU[0],cu_inst_count,0.0,count
GPU[1].SA[7].CU[0],cu_CPI,inf,cycles/inst
GPU[1].SA[7].CU[0],simd_inst_count,0.0,count
GPU[1].SA[7].CU[0],simd_CPI,inf,cycles/inst
GPU[1].SA[7].CU[1],cu_inst_count,0.0,count
GPU[1].SA[7].CU[1],cu_CPI,inf,cycles/inst
GPU[1].SA[7].CU[1],simd_inst_count,0.0,count
GPU[1].SA[7].CU[1],simd_CPI,inf,cycles/inst
GPU[1].SA[7].CU[2],cu_inst_count,0.0,count
GPU[1].SA[7].CU[2],cu_CPI,inf,cycles/inst
GPU[1].SA[7].CU[2],simd_inst_count,0.0,count
GPU[1].SA[7].CU[2],simd_CPI,inf,cycles/inst
GPU[1].SA[7].CU[3],cu_inst_count,0.0,count
GPU[1].SA[7].CU[3],cu_CPI,inf,cycles/inst
GPU[1].SA[7].CU[3],simd_inst_count,0.0,count
GPU[1].SA[7].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[8].CU[0],cu_inst_count,0.0,count
GPU[1].SA[8].CU[0],cu_CPI,inf,cycles/inst
GPU[1].SA[8].CU[0],simd_inst_count,0.0,count
GPU[1].SA[8].CU[0],simd_CPI,inf,cycles/inst
GPU[1].SA[8].CU[1],cu_inst_count,0.0,count
GPU[1].SA[8].CU[1],cu_CPI,inf,cycles/inst
GPU[1].SA[8].CU[1],simd_inst_count,0.0,count
GPU[1].SA[8].CU[1],simd_CPI,inf,cycles/inst
GPU[1].SA[8].CU[2],cu_inst_count,0.0,count
GPU[1].SA[8].CU[2],cu_CPI,inf,cycles/inst
GPU[1].SA[8].CU[2],simd_inst_count,0.0,count
GPU[1].SA[8].CU[2],simd_CPI,inf,cycles/inst
GPU[1].SA[8].CU[3],cu_inst_count,0.0,count
GPU[1].SA[8].CU[3],cu_CPI,inf,cycles/inst
GPU[1].SA[8].CU[3],simd_inst_count,0.0,count
GPU[1].SA[8].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[9].CU[0],cu_inst_count,0.0,count
GPU[1].SA[9].CU[0],cu_CPI,inf,cycles/inst
GPU[1].SA[9].CU[0],simd_inst_count,0.0,count
GPU[1].SA[9].CU[0],simd_CPI,inf,cycles/inst
GPU[1].SA[9].CU[1],cu_inst_count,0.0,count
GPU[1].SA[9].CU[1],cu_CPI,inf,cycles/inst
GPU[1].SA[9].CU[1],simd_inst_count,0.0,count
GPU[1].SA[9].CU[1],simd_CPI,inf,cycles/inst
GPU[1].SA[9].CU[2],cu_inst_count,0.0,count
GPU[1].SA[9].CU[2],cu_CPI,inf,cycles/inst
GPU[1].SA[9].CU[2],simd_inst_count,0.0,count
GPU[1].SA[9].CU[2],simd_CPI,inf,cycles/inst
GPU[1].SA[9].CU[3],cu_inst_count,0.0,count
GPU[1].SA[9].CU[3],cu_CPI,inf,cycles/inst
GPU[1].SA[9].CU[3],simd_inst_count,0.0,count
GPU[1].SA[9].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[10].CU[0],cu_inst_count,0.0,count
GPU[1].SA[10].CU[0],cu_CPI,inf,cycles/inst
GPU[1].SA[10].CU[0],simd_inst_count,0.0,count
GPU[1].SA[10].CU[0],simd_CPI,inf,cycles/inst
GPU[1].SA[10].CU[1],cu_inst_count,0.0,count
GPU[1].SA[10].CU[1],cu_CPI,inf,cycles/inst
GPU[1].SA[10].CU[1],simd_inst_count,0.0,count
GPU[1].SA[10].CU[1],simd_CPI,inf,cycles/inst
GPU[1].SA[10].CU[2],cu_inst_count,0.0,count
GPU[1].SA[10].CU[2],cu_CPI,inf,cycles/inst
GPU[1].SA[10].CU[2],simd_inst_count,0.0,count
GPU[1].SA[10].CU[2],simd_CPI,inf,cycles/inst
GPU[1].SA[10].CU[3],cu_inst_count,0.0,count
GPU[1].SA[10].CU[3],cu_CPI,inf,cycles/inst
GPU[1].SA[10].CU[3],simd_inst_count,0.0,count
GPU[1].SA[10].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[11].CU[0],cu_inst_count,0.0,count
GPU[1].SA[11].CU[0],cu_CPI,inf,cycles/inst
GPU[1].SA[11].CU[0],simd_inst_count,0.0,count
GPU[1].SA[11].CU[0],simd_CPI,inf,cycles/inst
GPU[1].SA[11].CU[1],cu_inst_count,0.0,count
GPU[1].SA[11].CU[1],cu_CPI,inf,cycles/inst
GPU[1].SA[11].CU[1],simd_inst_count,0.0,count
GPU[1].SA[11].CU[1],simd_CPI,inf,cycles/inst
GPU[1].SA[11].CU[2],cu_inst_count,0.0,count
GPU[1].SA[11].CU[2],cu_CPI,inf,cycles/inst
GPU[1].SA[11].CU[2],simd_inst_count,0.0,count
GPU[1].SA[11].CU[2],simd_CPI,inf,cycles/inst
GPU[1].SA[11].CU[3],cu_inst_count,0.0,count
GPU[1].SA[11].CU[3],cu_CPI,inf,cycles/inst
GPU[1].SA[11].CU[3],simd_inst_count,0.0,count
GPU[1].SA[11].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[12].CU[0],cu_inst_count,0.0,count
GPU[1].SA[12].CU[0],cu_CPI,inf,cycles/inst
GPU[1].SA[12].CU[0],simd_inst_count,0.0,count
GPU[1].SA[12].CU[0],simd_CPI,inf,cycles/inst
GPU[1].SA[12].CU[1],cu_inst_count,0.0,count
GPU[1].SA[12].CU[1],cu_CPI,inf,cycles/inst
GPU[1].SA[12].CU[1],simd_inst_count,0.0,count
GPU[1].SA[12].CU[1],simd_CPI,inf,cycles/inst
GPU[1].SA[12].CU[2],cu_inst_count,0.0,count
GPU[1].SA[12].CU[2],cu_CPI,inf,cycles/inst
GPU[1].SA[12].CU[2],simd_inst_count,0.0,count
GPU[1].SA[12].CU[2],simd_CPI,inf,cycles/inst
GPU[1].SA[12].CU[3],cu_inst_count,0.0,count
GPU[1].SA[12].CU[3],cu_CPI,inf,cycles/inst
GPU[1].SA[12].CU[3],simd_inst_count,0.0,count
GPU[1].SA[12].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[13].CU[0],cu_inst_count,0.0,count
GPU[1].SA[13].CU[0],cu_CPI,inf,cycles/inst
GPU[1].SA[13].CU[0],simd_inst_count,0.0,count
GPU[1].SA[13].CU[0],simd_CPI,inf,cycles/inst
GPU[1].SA[13].CU[1],cu_inst_count,0.0,count
GPU[1].SA[13].CU[1],cu_CPI,inf,cycles/inst
GPU[1].SA[13].CU[1],simd_inst_count,0.0,count
GPU[1].SA[13].CU[1],simd_CPI,inf,cycles/inst
GPU[1].SA[13].CU[2],cu_inst_count,0.0,count
GPU[1].SA[13].CU[2],cu_CPI,inf,cycles/inst
GPU[1].SA[13].CU[2],simd_inst_count,0.0,count
GPU[1].SA[13].CU[2],simd_CPI,inf,cycles/inst
GPU[1].SA[13].CU[3],cu_inst_count,0.0,count
GPU[1].SA[13].CU[3],cu_CPI,inf,cycles/inst
GPU[1].SA[13].CU[3],simd_inst_count,0.0,count
GPU[1].SA[13].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[14].CU[0],cu_inst_count,0.0,count
GPU[1].SA[14].CU[0],cu_CPI,inf,cycles/inst
GPU[1].SA[14].CU[0],simd_inst_count,0.0,count
GPU[1].SA[14].CU[0],simd_CPI,inf,cycles/inst
GPU[1].SA[14].CU[1],cu_inst_count,0.0,count
GPU[1].SA[14].CU[1],cu_CPI,inf,cycles/inst
GPU[1].SA[14].CU[1],simd_inst_count,0.0,count
GPU[1].SA[14].CU[1],simd_CPI,inf,cycles/inst
GPU[1].SA[14].CU[2],cu_inst_count,0.0,count
GPU[1].SA[14].CU[2],cu_CPI,inf,cycles/inst
GPU[1].SA[14].CU[2],simd_inst_count,0.0,count
GPU[1].SA[14].CU[2],simd_CPI,inf,cycles/inst
GPU[1].SA[14].CU[3],cu_inst_count,0.0,count
GPU[1].SA[14].CU[3],cu_CPI,inf,cycles/inst
GPU[1].SA[14].CU[3],simd_inst_count,0.0,count
GPU[1].SA[14].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[15].CU[0],cu_inst_count,0.0,count
GPU[1].SA[15].CU[0],cu_CPI,inf,cycles/inst
GPU[1].SA[15].CU[0],simd_inst_count,0.0,count
GPU[1].SA[15].CU[0],simd_CPI,inf,cycles/inst
GPU[1].SA[15].CU[1],cu_inst_count,0.0,count
GPU[1].SA[15].CU[1],cu_CPI,inf,cycles/inst
GPU[1].SA[15].CU[1],simd_inst_count,0.0,count
GPU[1].SA[15].CU[1],simd_CPI,inf,cycles/inst
GPU[1].SA[15].CU[2],cu_inst_count,0.0,count
GPU[1].SA[15].CU[2],cu_CPI,inf,cycles/inst
GPU[1].SA[15].CU[2],simd_inst_count,0.0,count
GPU[1].SA[15].CU[2],simd_CPI,inf,cycles/inst
GPU[1].SA[15].CU[3],cu_inst_count,0.0,count
GPU[1].SA[15].CU[3],cu_CPI,inf,cycles/inst
GPU[1].SA[15].CU[3],simd_inst_count,0.0,count
GPU[1].SA[15].CU[3],simd_CPI,inf,cycles/inst
GPU[1].SA[0].CU[0],CPIStack.Branch,0.06709265175711912,cycles/inst
GPU[1].SA[0].CU[0],CPIStack.Fetch,4.603833865814832,cycles/inst
GPU[1].SA[0].CU[0],CPIStack.Idle,0.05750798722031358,cycles/inst
GPU[1].SA[0].CU[0],CPIStack.LDS,0.11501597444093027,cycles/inst
GPU[1].SA[0].CU[0],CPIStack.ScalarInst,0.5495207667730256,cycles/inst
GPU[1].SA[0].CU[0],CPIStack.ScalarMem,2.6773162939297377,cycles/inst
GPU[1].SA[0].CU[0],CPIStack.ScalarMemInst,0.009584664536762232,cycles/inst
GPU[1].SA[0].CU[0],CPIStack.Special,0.03833865814683243,cycles/inst
GPU[1].SA[0].CU[0],CPIStack.VALU,3.354632587859636,cycles/inst
GPU[1].SA[0].CU[0],CPIStack.VMem,8.536741214057521,cycles/inst
GPU[1].SA[0].CU[0],CPIStack.VMemInst,0.7188498402556085,cycles/inst
GPU[1].SA[0].CU[0],CPIStack.total,20.73162939297124,cycles/inst
GPU[1].SA[0].CU[0],SIMDCPIStack.Branch,0.0999999999998966,cycles/inst
GPU[1].SA[0].CU[0],SIMDCPIStack.Fetch,6.861904761904964,cycles/inst
GPU[1].SA[0].CU[0],SIMDCPIStack.Idle,0.08571428571408644,cycles/inst
GPU[1].SA[0].CU[0],SIMDCPIStack.LDS,0.17142857142862467,cycles/inst
GPU[1].SA[0].CU[0],SIMDCPIStack.ScalarInst,0.8190476190474144,cycles/inst
GPU[1].SA[0].CU[0],SIMDCPIStack.ScalarMem,3.990476190476228,cycles/inst
GPU[1].SA[0].CU[0],SIMDCPIStack.ScalarMemInst,0.014285714285745611,cycles/inst
GPU[1].SA[0].CU[0],SIMDCPIStack.Special,0.057142857142659764,cycles/inst
GPU[1].SA[0].CU[0],SIMDCPIStack.VALU,5.000000000000315,cycles/inst
GPU[1].SA[0].CU[0],SIMDCPIStack.VMem,12.723809523809543,cycles/inst
GPU[1].SA[0].CU[0],SIMDCPIStack.VMemInst,1.0714285714285974,cycles/inst
GPU[1].SA[0].CU[0],SIMDCPIStack.total,30.89999999999999,cycles/inst
GPU[1].SA[0].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[0].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[0].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[0].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[0].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[0].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[1].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[1].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[1].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[1].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[1].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[1].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[1].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[1].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[2].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[2].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[2].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[2].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[2].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[2].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[2].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[2].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[3].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[3].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[3].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[3].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[3].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[3].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[3].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[3].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[4].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[4].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[4].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[4].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[4].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[4].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[4].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[4].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[5].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[5].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[5].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[5].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[5].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[5].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[5].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[5].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[6].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[6].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[6].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[6].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[6].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[6].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[6].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[6].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[7].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[7].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[7].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[7].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[7].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[7].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[7].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[7].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[8].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[8].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[8].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[8].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[8].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[8].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[8].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[8].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[9].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[9].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[9].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[9].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[9].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[9].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[9].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[9].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[10].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[10].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[10].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[10].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[10].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[10].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[10].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[10].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[11].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[11].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[11].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[11].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[11].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[11].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[11].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[11].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[12].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[12].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[12].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[12].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[12].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[12].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[12].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[12].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[13].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[13].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[13].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[13].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[13].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[13].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[13].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[13].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[14].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[14].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[14].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[14].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[14].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[14].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[14].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[14].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[15].CU[0],CPIStack.total,,cycles/inst
GPU[1].SA[15].CU[0],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[15].CU[1],CPIStack.total,,cycles/inst
GPU[1].SA[15].CU[1],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[15].CU[2],CPIStack.total,,cycles/inst
GPU[1].SA[15].CU[2],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[15].CU[3],CPIStack.total,,cycles/inst
GPU[1].SA[15].CU[3],SIMDCPIStack.total,,cycles/inst
GPU[1].SA[0].L1VCache[0],req_average_latency,1.0375999999999984e-07,second
GPU[1].SA[0].L1SCache,req_average_latency,1.2100000000000443e-07,second
GPU[1].SA[0].L1ICache,req_average_latency,6.54181818181821e-08,second
GPU[1].L2Cache[0],req_average_latency,1.1699999999999905e-07,second
GPU[1].L2Cache[1],req_average_latency,1.1699999999999905e-07,second
GPU[1].L2Cache[2],req_average_latency,1.1699999999999905e-07,second
GPU[1].L2Cache[3],req_average_latency,1.1699999999999905e-07,second
GPU[1].L2Cache[4],req_average_latency,1.1699999999999905e-07,second
GPU[1].L2Cache[5],req_average_latency,1.1699999999999905e-07,second
GPU[1].L2Cache[6],req_average_latency,1.1699999999999905e-07,second
GPU[1].L2Cache[7],req_average_latency,1.1699999999999905e-07,second
GPU[1].L2Cache[8],req_average_latency,1.1699999999999905e-07,second
GPU[1].L2Cache[9],req_average_latency,1.1699999999999905e-07,second
